Province/State,Country/Region,Lat,Long,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021
USA,Alabama,32.3774,-86.3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,15,28,36,51,61,88,115,149,180,224,298,471,573,680,797,870,991,1040,1148,1339,1568,1683,1860,2030,2244,2548,2884,3032,3254,3574,3771,3927,4189,4332,4409,4635,4821,5000,5221,5496,5697,5883,6065,6256,6393,6578,6723,6915,7151,7412,7687,7905,8205,8426,8746,9054,9330,9589,9859,10131,10372,10688,11011,11343,11649,11949,12321,12664,13061,13413,13779,14125,14743,15319,15680,16158,16652,17071,17570,17879,18081,18301,18609,19234,19666,20085,20550,21105,21915,22615,23636,24591,25409,25711,26249,27151,27866,28403,28845,29283,29930,31025,31987,32984,33996,34164,35584,36660,37527,38675,40355,41249,42209,43015,43925,45315,47091,48627,50225,51688,53660,55044,57120,58983,60898,62887,64895,66446,67945,69297,71230,73288,75357,76732,78475,79765,81207,83114,85099,86686,88696,89831,90869,91791,93628,95330,97160,98099,99698,100594,101638,102337,103086,104203,105030,105769,107167,108479,109752,110763,112216,112798,113472,114021,116153,117859,118965,120772,122003,122782,124318,125034,126023,126992,128107,128639,129414,129945,130728,131776,132837,133774,134816,135510,136264,137273,138031,139053,140340,141141,141888,142763,143402,144409,146757,147748,148464,149103,149849,151067,152232,153179,154852,155623,156159,156917,157905,158484,160046,161244,162034,162750,163849,164731,165914,167089,168371,169349,170214,171289,172405,173777,177594,179708,180965,181857,183072,184375,185864,187199,189000,190646,191485,192719,194517,195921,197502,199082,200436,201581,203439,203442,205436,207424,210386,212597,214574,215983,217547,220139,222491,224922,227251,229049,230621,233393,235786,238385,239302,241421,243652,245946,249262,253117,256583,260368,263712,265988,268337,272723,276202,280888,284689,288739,291529,293793,297409,301442,306081,311387,315515,318063,320443,325359,329982,334125,337746,338773,340937,343185,347067,352046,356399,360875,364586,367061,369217,374707,379190,384150,389096,393851,396566,398653,402275,405235,408638,411498,414562,416478,417907,420417,423372,426157,429601,432785,434510,436347,439013,441914,445394,448016,448016,451951,453172,455044,456853,459458,460870,462798,463908,464825,466087,467179,468549,469487,470614,471689,472361,473231,473821,474941,475639,476396,477251,477928,479313,480476,481279,481980,482753,483323,483838,484430,487125,487982,488765,489262,489671,489944,490430,491176,491989,492412,492978,493346,497900,498380
USA,Alaska,58.3021,-134.4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,9,12,15,16,26,39,43,49,63,74,90,109,116,126,139,147,158,167,181,187,209,221,231,242,253,268,273,280,288,296,305,310,315,317,325,331,333,335,335,337,341,347,351,351,360,361,364,366,367,367,370,373,375,376,378,380,381,386,388,393,398,401,401,406,406,408,413,413,416,420,421,434,440,445,474,481,502,521,549,562,576,585,604,616,638,665,685,719,731,735,749,774,793,821,844,858,869,903,926,970,997,1024,1056,1081,1128,1170,1220,1279,1333,1366,1394,1417,1468,1520,1574,1651,1767,1838,1898,1955,2033,2085,2161,2277,2417,2523,2629,2708,2774,2891,3124,3234,3368,3461,3582,3693,3842,3990,4067,4136,4195,4241,4309,4395,4495,4564,4619,4685,4786,4891,4975,5079,5129,5199,5276,5361,5432,5521,5587,5659,5691,5744,5833,5952,6049,6098,6136,6170,6237,6326,6452,6540,6637,6672,6706,6771,6886,6982,7085,7147,7224,7268,7320,7432,7542,7638,7746,7817,7877,7954,8096,8217,8336,8444,8561,8683,8789,8928,9072,9212,9355,9554,9705,9826,9965,10154,10387,10637,10833,10992,11156,11325,11548,11757,11971,12175,12408,12631,12868,13120,13477,14002,14349,14728,15084,15445,15827,16273,16622,16973,17364,17776,18090,18615,19222,19742,20216,20740,21235,21716,22308,23055,23716,24301,24941,25488,25980,26443,27122,27670,28170,28747,29427,29983,30657,31323,31944,32455,32993,33680,34433,35183,36128,36893,37393,37970,38557,39190,39817,40321,40967,41397,41679,42292,42673,43169,43504,43687,43839,44269,44631,44905,44905,45279,45581,45709,45891,46280,46780,46780,47586,47883,48145,48342,48679,49005,49416,49734,49994,50170,50297,50590,50929,51237,51424,51709,51864,51992,52140,52351,52647,52891,53056,53140,53227,53409,53615,53800,53954,54089,54197,54315,54541,54726,54980,54980,54980,55489,55613,55817,55971,56123,56123,56123,56123,56618,56680,56894,57104,57104,57104,57448,57503,57680,57861,57973,57973,57973,58347,58500,58690,58835,58980,58980,58980,59319,59407,59558,59794,59901,59901,59901,60285,60385
USA,Arizona,33.4481,-112.0971,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,6,9,9,9,12,12,18,20,27,45,68,103,150,233,321,395,500,652,758,902,1137,1264,1381,1561,1725,1967,2205,2395,2502,2637,2920,3006,3276,3417,3573,3666,3809,4073,4328,4544,4749,4877,5048,5242,5523,5779,6013,6259,6450,6680,6901,7335,7639,8034,8278,8562,8910,9281,9495,10009,10428,10583,10841,11174,11621,12050,12518,12987,13265,13521,13871,14159,14584,14849,15252,15576,15768,16054,16484,17017,17586,18354,19029,19211,20321,21373,21887,23424,24408,25938,26625,27220,28751,30132,31883,33471,34515,35641,37957,39688,42162,45589,48781,51242,53248,56982,58723,61786,65123,68544,72326,72947,77583,82380,85681,90074,92750,96278,99626,103167,106651,110633,114810,117779,120230,121578,125760,128920,132121,135940,138535,140863,142399,145765,147635,149881,153158,156755,158709,160523,162526,164819,167172,170316,173255,174702,175718,176660,178271,179654,180972,181970,182773,183369,184538,185096,186411,187298,188162,189031,189499,190391,190923,191596,192211,193139,193332,193643,194481,194563,195210,195680,196280,196631,196806,197298,197796,198823,199510,200310,200546,200745,200824,201290,201729,202235,202813,203190,203403,203865,204536,206251,207491,208084,208544,208773,209348,209759,210293,210780,211204,211614,211886,212552,212857,213538,214070,214694,215048,215363,216221,216805,217658,218338,219219,219816,220291,220967,221863,222959,223680,224635,225322,226067,227100,228058,229047,230017,230903,232289,233089,234231,235260,236562,238111,239967,241494,242157,243798,244574,246681,248655,251237,253100,253535,256941,258935,260322,263320,266753,269134,270610,273584,276737,280841,285269,288877,293201,295860,300353,304326,307756,312050,316150,319361,320178,330452,334240,339600,345216,351975,357326,358893,371184,375520,380375,387267,395267,401085,412890,416960,421689,427359,434852,440294,445626,453373,459090,465094,472025,478526,484617,485910,495954,498582,503771,511343,521252,530089,547323,552478,558157,565236,574852,586313,597309,608405,617394,625618,631056,638185,647146,655653,662616,668017,674433,679016,688170,696040,703187,710336,715656,720195,725918,730413,735238,740281,745284,749021,751721,753803,758044,761674,765082,766589,768832,772982,774783,776444,778698,780375,782292,783630,784759,785992,786922,788695,790683,792462,793972,795008,796275,797093,798631,799740,800802,801842,802610,803865,804923,807115,808796,810126,810909,811474,812226,814194,815313,815548,816190,816828,817304
USA,Arkansas,34.7465,-92.2891,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,8,8,8,12,18,18,18,24,24,36,40,54,90,136,205,301,466,646,793,1005,1316,1528,1819,2290,2554,2799,3163,3509,4004,4499,4879,5104,5400,5963,6148,6695,6985,7292,7489,7785,8319,8844,9241,9649,9893,10244,10669,11231,11747,12210,12681,13037,13473,13969,14800,15396,16149,16678,17219,17951,18715,19173,20293,21122,21431,21945,22633,23518,24391,25313,26272,26811,27328,28027,28625,29465,29996,30847,31447,31842,32395,33266,34339,35398,36892,38215,38599,40823,42984,43984,47070,49056,52097,53469,54684,57728,60476,63975,67176,69261,71531,76186,79679,84623,91503,97914,102840,106850,114354,117946,124087,130819,137739,145273,146516,155849,165552,172206,181045,186425,193480,200177,207416,214424,222513,230937,236990,242034,244745,253252,259729,266227,274002,279438,284150,287263,294213,298041,302661,309338,316775,320707,324316,328495,333162,338185,344573,350492,353406,355435,357422,360779,363678,366434,368524,370109,371297,373711,375102,377788,379634,381467,383234,384166,385964,387214,388642,389852,391815,392217,392831,394526,394871,396216,397231,398462,399200,399535,400529,401530,403690,405129,406793,407271,407648,407802,408779,409672,410707,411903,412657,413072,413873,415247,418737,421271,422466,423410,423854,425021,425863,426963,427961,428842,429639,430164,431490,432091,433471,434562,435812,436504,437112,438777,439952,441645,442984,444691,445875,446808,448149,449902,452109,453556,455455,456814,458299,460348,462263,464215,466156,467893,470640,472210,474497,476521,479101,482198,485964,488985,490287,493591,495186,499433,503361,508573,512316,513163,519937,523959,526710,532713,539583,544298,547206,553059,559365,567531,576330,583445,592052,597340,606295,614163,620995,629531,637752,644129,645740,666274,673888,684657,695914,709357,720028,723109,747610,756377,766056,779877,795855,807436,830956,839168,848742,860287,875472,886478,897095,912477,924128,936166,950149,963282,975449,978000,998054,1003567,1014005,1029300,1049229,1066910,1101261,1111499,1123311,1137517,1157215,1180417,1202479,1224805,1242692,1259724,1270896,1285442,1303627,1320940,1334819,1345547,1358307,1367920,1386616,1402696,1417251,1431338,1441911,1451313,1462992,1472208,1482207,1492413,1502333,1509757,1515584,1520089,1528859,1536375,1543290,1546344,1550810,1559480,1563318,1566977,1571770,1575284,1579128,1581787,1584038,1586629,1588870,1592660,1596734,1600309,1603304,1605611,1608192,1610026,1613208,1615553,1617860,1619928,1621617,1624144,1626432,1630842,1634286,1636923,1638464,1639576,1641216,1645211,1647530,1648028,1649291,1650557,1651538
USA,California,38.5766,-121.4932,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,7,7,7,10,14,14,14,21,19,29,28,38,72,111,179,270,426,597,729,924,1223,1420,1698,2148,2386,2607,2934,3252,3723,4160,4507,4682,4915,5431,5577,6105,6359,6593,6741,6945,7384,7826,8119,8489,8683,8977,9261,9714,10141,10535,10973,11275,11631,12044,12793,13297,14004,14502,14985,15616,16300,16687,17729,18484,18767,19220,19808,20617,21395,22232,23118,23625,24105,24682,25191,25943,26390,27169,27754,28135,28635,29432,30407,31390,32814,34108,34446,36572,38665,39593,42580,44488,47485,48825,49951,52879,55549,59002,62078,64133,66386,70941,74371,79225,85977,92301,97206,101158,108554,112042,118077,124715,131587,139070,140246,149451,159034,165572,174339,179674,186640,193239,200330,207173,215109,223367,229318,234314,236977,245304,251631,258037,265673,270984,275647,278730,285556,289224,293692,300240,307571,311440,314999,318994,323427,328317,334498,340276,343137,345113,346880,350128,352815,355459,357364,358890,359986,362251,363422,365994,367565,369335,371076,371960,373558,374641,375954,377047,378830,379221,379762,381323,381539,382746,383648,384802,385514,385777,386653,387510,389513,390819,392418,392891,393256,393351,394178,394982,395876,396996,397714,398081,398887,400178,403561,406016,407099,408048,408473,409517,410286,411303,412209,413047,413842,414370,415570,416090,417402,418424,419640,420322,420929,422560,423660,425320,426622,428273,429453,430405,431713,433399,435499,436890,438757,440109,441603,443565,445391,447272,449184,450897,453634,455204,457442,459393,461957,464987,468735,471792,473095,476320,477864,482053,485914,491071,494818,495633,502277,506233,508948,514839,521641,526349,529266,535023,541229,549319,557874,564893,573461,578725,587480,595198,601921,610301,618430,624767,626349,646647,654088,664662,675619,688871,699443,702464,726470,735001,744466,758044,773827,785323,808624,816413,825565,836743,851581,862261,872720,887812,898947,910549,924107,937078,948859,951391,971065,976197,986198,1000824,1020316,1037746,1071837,1081671,1092959,1106590,1125493,1148180,1169502,1191446,1208785,1224930,1235542,1249470,1266971,1283834,1297490,1308067,1320139,1329168,1347078,1362533,1376559,1390352,1400488,1409183,1420348,1428824,1438191,1447906,1457595,1464558,1469935,1473908,1482023,1488982,1495641,1498544,1502695,1510837,1514223,1517353,1521693,1524800,1528448,1531042,1532898,1535080,1536991,1540180,1543923,1547243,1550017,1551982,1553470,1554867,1557647,1559821,1561728,1563451,1564837,1567067,1568965,1572981,1576144,1578697,1580158,1580962,1582355,1586077,1588063,1587662,1588787,1589953,1590821
USA,Colorado,39.7393,-104.9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,12,17,34,48,76,101,134,159,180,213,273,359,469,588,716,901,1067,1411,1707,2017,2261,2576,2897,3263,3631,4062,4439,4810,5033,5250,5462,5976,6263,6619,7018,7390,7623,7926,8303,8658,9029,9310,9665,9990,10385,10726,11582,12284,12753,13173,13580,13992,14507,14972,15393,15793,16067,16464,16913,17426,17867,18408,18732,18892,19147,19413,19752,20082,20441,20723,20978,21225,21498,21881,22163,22637,22842,22936,23213,23375,23700,24176,24655,24933,25119,25314,25566,25848,26091,26321,26474,26640,26794,26927,27065,27240,27420,27532,27694,27825,28040,28263,28544,28701,28892,29054,29228,29488,29810,30123,30348,30631,30830,31025,31332,31651,31911,32165,32364,32566,32968,33412,33819,34467,34866,35188,35509,35948,36411,36981,37593,38036,38390,38808,39296,39927,40527,41190,41995,42542,42766,43507,43974,44382,44971,45423,45883,46124,46545,47137,47584,48036,48467,48802,49176,49567,49881,50337,50650,50942,51280,51474,51732,52001,52327,52320,52965,53225,53422,53874,54066,54412,54836,55098,55281,55479,55829,56067,56332,56332,57015,57299,57511,57698,57934,58196,58497,58908,59325,59697,60103,60684,61139,61741,62343,62843,63381,64028,64639,65184,65892,66470,67038,67446,67979,68485,69164,69841,70495,71008,71468,72110,72837,73690,74516,75530,76348,76921,77932,78617,79756,81058,82193,83126,84194,85400,86655,88024,89361,91182,92866,95074,96497,97959,99746,102148,105065,107622,109855,112398,115304,118653,122093,125578,128590,132129,136000,139959,145131,151534,156709,160871,165135,169436,174043,180071,185821,191892,195794,199479,203579,207724,213726,217976,222300,225769,229868,234201,237979,243889,248884,253990,257225,261260,265217,268707,273236,277827,281763,284235,287135,289297,292560,296188,299848,302259,304522,306658,309183,312038,314980,317603,319027,320408,322037,323721,326109,329283,332288,334260,336316,338491,341902,344400,347821,350972,353757,355940,357612,359094,361489,363861,366115,368120,369602,370785,372468,373805,375770,377546,379484,380780,381988,383103,384744,386168,387865,389399,390545,391460,392387,393603,395169,397049,398534,399599,400543,401464,402191,403902,405984,407169,408012,408543,409209,410336,411551,412817,413925,414722,415401,416483,417641,418752,420258,421517,422352,423887,424656,425700,427047,428668,429776,430622,431197,432028,433262,434199,435487,436717,437930,438350,438664
USA,Connecticut,41.7642,72.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,11,23,24,41,68,95,156,190,190,319,405,606,856,991,1264,1491,1959,2535,3059,3472,3712,4783,5111,5486,6700,7504,7455,9404,10090,11016,11481,12779,13318,13887,14913,15773,16464,16835,18484,18937,20925,21461,22169,22718,23345,23985,24225,24598,25443,26425,26851,26851,27417,27988,28277,28987,29537,30052,30587,30757,31292,31730,32245,32800,33364,34011,34666,34958,35488,35625,36003,36347,36775,37131,37534,37485,37733,37894,38110,38257,38770,39007,39102,39232,39422,39763,39897,40008,40082,40227,40315,40530,40808,40887,41031,41139,41210,41214,41319,41464,41495,41519,41622,41626,41696,41752,41895,41987,42042,42192,42248,42320,42382,42382,42382,42638,42695,42765,42861,42939,42939,42939,43139,43158,43256,43361,43497,43497,43497,43649,43690,43817,43822,44363,44363,44363,44565,44654,45115,45239,45378,45378,45378,45625,45673,45788,45808,45879,45879,45879,46123,46240,46256,46332,46444,46444,46444,46811,46799,46857,46974,47059,47059,47059,47551,47577,47757,47885,48030,48030,48030,48414,48540,48641,48741,48897,48897,48897,48897,49308,49397,49615,49846,49846,49846,50410,50546,50679,50898,51035,51035,51035,51529,51664,51818,51973,52086,52086,52086,52644,52824,53042,53231,53784,53784,53784,54603,54720,54842,55221,55508,55508,55508,56845,57164,57324,57488,58288,58288,58288,59467,59896,60304,60804,61475,61475,61475,63510,64042,64523,65837,66591,66591,66591,69231,70208,70728,72404,73454,73454,73454,76734,78246,80025,81173,83908,83908,83908,88525,90215,92244,94576,96641,96641,96641,101869,102399,104226,104226,107620,107620,107620,112275,113714,116335,121066,122569,122569,122569,130620,133016,135263,137652,141398,141398,141398,148548,149996,152275,154550,157201,157201,157201,161701,163257,164969,166952,166952,166952,166952,175296,176043,177699,179713,179713,184021,184021,188468,190776,193224,196471,199670,199670,199670,206942,210598,214040,214991,216828,216828,216828,223455,225537,227408,229022,230996,230996,230996,236721,237965,240363,241745,242977,242977,242977,246835,249389,249847,250756,252158,252158,252158,256457,257310,258170,259145,259956,259956,259956,262795,263373,263880,264407,265578,265578,265578,267772,269119,270589,271545,272324,272324,272324,274975,275470,275944,276807,277626,277626,277626,279671,280406,280905,281631,282812,282812,282812,285314,286156
USA,Delaware,39.1573,-75.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,8,16,19,30,39,45,56,68,104,119,130,162,214,232,264,316,355,377,433,576,654,759,900,1084,1175,1290,1435,1576,1704,1865,1946,1999,2240,2451,2447,2644,2825,3081,3175,3293,3419,3864,3979,4381,4449,4522,4694,4802,4960,5030,5102,5506,5651,5810,5972,5961,6237,6402,6597,6856,6995,7159,7272,7464,7621,7769,7956,8094,8088,8360,8510,8601,8621,8688,8746,8928,9001,9105,9184,9207,9229,9252,9324,9418,9445,9489,9523,9571,9636,9689,9723,9797,9859,9897,9951,10059,10129,10220,10263,10290,10330,10421,10456,10529,10662,10811,10908,10943,11163,11355,11427,11557,11721,11841,11888,11957,12077,12167,12225,12298,12388,12469,12533,12756,12846,12933,13038,13158,13202,13334,13610,13581,13695,13810,13880,14005,14092,14190,14277,14349,14455,14536,14690,14759,14839,14896,14969,15028,15091,15157,15359,15732,15788,15843,15926,15982,16032,16107,16158,16215,16281,16328,16348,16372,16362,16468,16734,16728,16812,16915,16927,17031,17130,17269,17419,17623,17681,17680,17838,17929,18096,18219,18306,18505,18600,18684,18732,18814,18931,19031,19123,19190,19305,19442,19510,19614,19741,19880,19961,20133,20279,20465,20582,20700,20803,20884,21014,21157,21327,21455,21613,21717,21787,21878,22041,22256,22405,22504,22630,22678,22827,22982,23138,23245,23451,23532,23671,23824,24020,24216,24388,24571,24682,24789,25006,25286,25506,25850,26153,26354,26582,26784,27251,27629,28034,28427,28776,28976,29371,30032,30535,31018,31415,31864,32193,32774,33360,33857,34434,34834,35517,35869,36622,37560,38254,39063,39857,40607,41523,42160,42938,43989,44560,45551,46229,47003,47836,48170,49184,49650,50083,50643,51246,52017,52644,53456,54025,54447,55142,55541,56395,56999,57801,58404,59248,60007,60627,61837,62387,63347,64136,64681,65289,66007,66887,67545,68184,69094,69700,70092,70547,71282,71981,72661,73308,73920,74214,74549,75203,75636,76250,76766,77187,77380,77664,77904,78221,78503,79259,79592,79867,80115,80525,80911,81316,81642,81875,82005,82216,82486,82815,83165,83365,83722,83849,84104,84395,84680,85099,85377,85658,85767,85985,86199,86421,86675,86881,87088,87197,87399,88186,88415,88652,88874,89103,89237
USA,District of Columbia,38.9072,-77.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,31,40,70,98,100,118,139,185,228,268,300,337,392,486,577,641,742,881,980,1073,1189,1413,1491,1622,1731,1825,1903,1991,2125,2269,2390,2575,2697,2822,2986,3079,3222,3375,3534,3663,3707,3804,3901,4099,4427,4557,4765,4912,5058,5184,5369,5595,5791,5949,6061,6149,6234,6378,6503,6667,6740,6878,7034,7144,7376,7475,7539,7678,7785,7894,7961,8039,8078,8255,8335,8389,8416,8543,8645,8720,8786,8843,8898,8979,9038,9087,9148,9198,9252,9284,9298,9324,9376,9422,9453,9487,9523,9557,9587,9616,9639,9668,9698,9741,9776,9812,9836,9880,9890,9923,9954,10008,10078,10111,10175,10233,10279,10338,10378,10455,10502,10538,10616,10683,10760,10847,10949,10990,11068,11136,11199,11276,11362,11415,11473,11541,11620,11688,11727,11811,11856,11931,12000,12063,12162,12216,12303,12366,12430,12524,12562,12623,12676,12726,12754,12808,12867,12930,12986,13035,13080,13079,13189,13246,13320,13353,13385,13442,13469,13526,13575,13627,13668,13704,13751,13772,13796,13877,13877,13976,14006,14071,14126,14171,14233,14283,14335,14357,14400,14429,14485,14540,14591,14626,14640,14674,14699,14730,14794,14844,14888,14916,15021,15021,15131,15209,15282,15347,15385,15431,15494,15528,15614,15693,15729,15754,15803,15856,15895,15967,16064,16125,16170,16262,16329,16429,16498,16620,16723,16791,16877,16954,17032,17140,17237,17347,17432,17516,17722,17850,18009,18156,18317,18404,18649,18800,19011,19139,19291,19481,19618,19736,19839,20059,20260,20630,20768,20872,21000,21152,21472,21787,22177,22439,22618,22888,23150,23390,23648,23930,24159,24322,24619,24882,25105,25376,25612,25864,25998,26156,26475,26680,26680,26948,27434,27571,27760,27978,28197,28464,28717,28970,29107,29365,29676,29942,30298,30644,30974,31172,31598,31769,31978,32298,32690,33001,33176,33398,33540,33748,34038,34207,34429,34626,34812,34970,35230,35507,35753,35959,36092,36092,36273,36433,36694,36930,37083,37180,37320,37383,37560,37694,37817,37939,38021,38149,38195,38309,38468,38559,38653,38760,38846,38942,39117,39275,39468,39581,39665,39748,39795,39990,40095,40243,40389,40544,40874,40969,41090,41244,41392,41470,41581,41688
